u,,,,,
,elastic{on} tour 2025/2026: forge the future SF,October 21,9:30AM - 4:30PM,"San Francisco, CA",https://www.elastic.co/events/elasticon/san-francisco-ai
,TEDAI San Francisco Hackathon,October 18-19,9:00AM - 5:00PM,"San Francisco, CA",https://tedai-sanfrancisco.ted.com/hackathon/
,Sunset Pool and Jacuzzi Party for AI Techies and Creatives,October 18,4:00PM - 7:00PM,"San Francisco, CA",https://luma.com/mgk9cn51?utm_source=cv
,"MITAI Conference 2025: Transforming Industries, Empowering Humanity",October 18,8:00AM - 5:00PM,"Mountain View, CA",https://lu.ma/mitai2025
,Applied AI Summit 2025,October 14-16,9:00AM - 2:00PM,Remote,https://appliedaisummit.org/
,n8n Meetup,October 14,6:00PM - 9:00PM,"San Francisco, CA",https://luma.com/0u5pgbl6
,Vibe Olympics,October 11,6:00PM - 9:00PM,"San Francisco, CA",https://luma.com/vibe-championship-series-championship
,AI Matcha & Coffee Rooftop Breakfast,October 11,10:00AM - 12:00PM,"San Francisco, CA",https://luma.com/wvgtrcik
,"MCP & AI Agents: Drinks + Panel with OpenAI, Langflow, Vercel, & Stytch",October 9,5:00PM - 8:00PM,"San Francisco, CA",https://luma.com/hmq9j8n3
,Llama Lounge 20: The AI Startup Event Series with Swisscom,October 9,5:00PM - 9:00PM,"San Francisco, CA",https://lu.ma/llamalounge20
,Twill Presents Prompt Exchange: Conversations with Unicorn Leaders,October 8,5:00PM - 8:00PM,"San Francisco, CA",https://luma.com/3022cu0d?utm_source=cv
,AI Founders' Mixer - An Agentic Commerce Night - #SFTechWeek,October 8,5:00PM - 8:00PM,"San Francisco, CA",https://partiful.com/e/0WWJ72dnnC2CYGrCd0KJ
,Putting Large Video and Audio Models into Production: The Movie,October 8,5:30PM - 8:00PM,"San Jose, CA",https://luma.com/tnpnxtj8
,TiDB SCaiLE 2025,October 7-8,2:00PM - 5:00PM,"Mountain View, CA",https://luma.com/dp17zxjk
,The AI Hustle: Happy Hour for Startup Founders & VCs,October 7,6:00PM - 8:00PM,"San Francisco, CA",https://luma.com/qmm5tbkf
,AI Talks & Demo Night at Qlay,October 7,5:30PM - 8:30PM,"San Francisco, CA",https://partiful.com/e/kReOnFCVMNLpkajPEtMy
,AI Boba Club x SF Tech Week,October 6,3:00PM - 5:00PM,"San Francisco, CA",https://luma.com/4qml8ixe
,Cloud Native x AI: The next wave of innovation,October 2,3:30PM - 6:00PM,"San Jose, CA",https://luma.com/n7tfbc1i
,Security Meetup - Sycophancy Edition: The Bullsh*t Eval + Why LLM Bias Is Impossible to Remove,October 2,5:30PM - 8:00PM,"San Francisco, CA",https://lu.ma/zazr3u7r
,VapiCon2025: First-Ever Voice AI Summit,October 2,8:30AM - 6:30PM,"San Francisco, CA",https://vapi.ai/vapicon
,AI For Developers #29,October 1,6:00PM - 9:00PM,"San Francisco, CA",https://luma.com/ai-for-developers-29
,Artificial Intelligence & Patent Law,October 1,5:00PM - 7:00PM,"Palo Alto, CA",https://luma.com/q7ds2nz3
,Bi-Weekly meetings for AI startup founders or SWE working with AI,October 1,6:30PM - 8:00PM,"Stanford, CA",https://www.meetup.com/ai-wednesdays/events/310325669/
September,Reborn Roboverse Global Hackathon,Sept 29 - Oct 6,9:00AM - 6:00PM,Remote,https://hackathon.reborn-ai.xyz/?utm_source=cv-events
,"Fintech Startup Pitch Night with JCB, Qlay and Startup Intros",September 29,5:00PM - 8:00PM,"San Francisco, CA",https://luma.com/xd589he9
,AGI Builders Meetup w/ Descope,September 29,5:30PM - 8:00PM,"San Francisco, CA",https://lu.ma/dt9jsnep
,TEDxMilpitas 2025,September 28,2:00PM - 6:00PM,"Milpitas, CA",https://lu.ma/shef8pyn
,Columbia Alumni Meetup: AI + Healthcare,September 27,3:00PM - 5:00PM,"San Mateo, CA",https://luma.com/tcq7ytzi
,AI Open-Air Weekend Mixer: Startups × Investors,September 27,10:00AM - 12:00PM,"San Francisco, CA",https://luma.com/aab4nben
,"Fullstack Agents Hackathon (Feat LlamaIndex, CopilotKit & Composio) ",September 27,9:00AM - 7:00PM,"Mountain View, CA",https://luma.com/k3gytona
,Silicon Valley AI Hub Hackathon,September 26,9:00AM - 8:00PM,"Menlo Park, CA",https://cerebralvalley.ai/e/svai-hub-hackathon?tab=guest-list
,Coding with AI Hackathon,September 26,9:00AM - 8:30PM,"San Francisco, CA",https://luma.com/ai-coding-hack
,Decentralized AI Hackathon at Stanford powered by Flower,September 26,9:30AM - 8:00PM,"Stanford, CA",https://luma.com/svkgfw2w
,AI Avenue Watch Party,September 25,6:00PM - 9:00PM,"San Francisco, CA",https://luma.com/lru3wvz2
,Conversational AI Agents,September 25,5:00PM - 8:00PM,"Palo Alto, CA",https://luma.com/2hinc00o
,"Retro AI Arcade Night: Build the Game, Train the Player",September 25,6:00PM - 8:30PM,"San Francisco, CA",https://luma.com/k649k98r
,Storytelling in the Era of AI: Those Who Miss This Change Will Miss the Future,September 25,5:30PM - 8:00PM,"San Francisco, CA",https://lu.ma/5c9wvgiw
,Deep Research and Agentic Search,September 25,10:00AM - 11:00AM,Remote,https://lu.ma/2tukpzdc?utm_source=cerebralvalley
,Community & DevRel Leaders Meetup vol.2 | Techstars Startup Weekend,September 25,5:30PM - 8:30PM,"San Francisco, CA",https://lu.ma/uscifr6j
,Flower AI Day: Open-source Decentralized Superintelligence,September 25,1:00PM - 6:45PM,"San Francisco, CA",https://flower.ai/events/flower-ai-day-2025/
,"Women in Tech: AI, Data, Product & Beyond – OutGeekWomen",September 25,6:00PM - 8:30PM,"San Francisco, CA",https://www.eventbrite.com/e/women-in-tech-sf-ai-data-product-beyond-outgeekwomen-tickets-1301607315519
,Session 5: AI Creative Direction & Everyday Cybersecurity for Everyone,September 25,12:00PM - 3:00PM,"Oakland, CA",https://www.eventbrite.com/e/session-5-ai-creative-direction-everyday-cybersecurity-for-everyone-tickets-1219789115079
,AI Agent Builders: Build an Agent System for Smarter Supply Chain Strategy,September 24,5:30PM - 8:30PM,"San Francisco, CA",https://luma.com/ai-agent-builders-sf-sep-2025
,Twill Presents Threads: Scaling AI from Concept to Production for Operators and Investors,September 24,5:00PM - 8:00PM,"San Francisco, CA",https://luma.com/z7c99f7y?utm_source=cv
,Evaluating Conversational AI Agents - Opik Workshop Series,September 24,1:00PM - 2:30PM,Remote,https://luma.com/uupy7jxr
,DSS Meetup,Septmeber 24,6:00PM - 9:00PM,"San Francisco, CA",https://luma.com/nmej476c
,The AI Hustle: Happy Hour for Startup Founders & VCs,September 23,6:00PM - 8:00PM,"San Francisco, CA",https://luma.com/v27ykg56
,"AI Meets Reliability: Building Smarter, Faster, Stronger Systems w/ Rootly AI, Baseten, Endor Labs, & More!",September 23,5:00PM - 8:30PM,"San Francisco, CA",https://luma.com/hvb2yifj
,Everest + TriNet Happy Hour,September 23,5:00PM - 7:00PM,"San Francisco, CA",https://luma.com/zbd439gf
,"Private Founders Breakfast ft. General Partner at CapitalX (15 Unicorns Invested, 12 at Seed)",September 23,9:00AM - 11:00AM,"San Francisco, CA",https://www.supermomos.com/events/sf-september-private-founders?utm_source=cerebral-valley
,From Vectors to Agentic Memory: Architecting for Supercharged AI Development,September 23,5:00PM - 8:30PM,"San Francisco, CA",https://lu.ma/pquy8jlb
,R.I.P. Naive RAG - Welcome Agentic Retrieval,September 22,6:00PM - 9:00PM,"San Francisco, CA",https://luma.com/2augnidh
,"AI Talks at Qlay with Experts from AWS, Lyft and Genspark AI",September 22,5:30PM - 8:00PM,"San Francisco, CA",https://luma.com/6nv2p8nt
,Awesome AI Dev Tools - September,September 22,5:00PM - 8:00PM,"San Francisco, CA",https://luma.com/eu1z0c6s
,AI Innovation Lab,September 22,9:00AM - 6:00PM,"San Francisco, CA",https://ailab.supercell.com/
,$5000 De-Vibed Hackathon,September 19-20,6:30PM - 7:30PM,"San Francisco, CA",https://luma.com/dj3k3tri
,From Word2Vec to GPT: How AI Learns Language and How We Evaluate Them,September 19,12:30PM - 2:30PM,"San Francisco, CA",https://www.meetup.com/usf-data-science-and-ai-speaker-series/events/310636474/
,Embedding Gemma,September 19,5:00PM - 7:00PM,"Mountain View, CA",https://luma.com/geminimeetup
,AI Agents Hackathon,September 19,9:30AM - 7:30PM,"San Francisco, CA",https://lu.ma/8c6n3rn2
,Voice Agent Hackathon,September 19,9:00AM - 5:30PM,"San Francisco, CA",https://lu.ma/suhy8sgz
,AI Agents Meetup: LangChain + Clay,September 18,6:00PM - 8:30PM,"San Francisco, CA",https://luma.com/2s74qtau
,Reliable Voice AI Systems: Exclusive Fireside Chat on Self-Driving Insights,September 18,6:00PM - 8:00PM,"San Francisco, CA",https://luma.com/65hilvg1
,Navigating the AI Gold Rush: Investor Perspectives on Startups,September 18,6:00PM - 9:00PM,"Menlo Park, CA",https://luma.com/km2be104
,Skyfire Presents: Agentic Commerce,September 18,5:30PM - 8:30PM,"San Francisco, CA",https://luma.com/0z56xql8
,Agentic AI : Killer Use Cases,September 18,4:30PM - 7:30PM,"Menlo Park, CA",https://luma.com/3r6cjdzt
,Docs to Data: AI’s Role in the Future of Insurance,September 18,6:00PM - 8:00PM,"San Francisco, CA",https://luma.com/642hzyqj
,Data Systems for AI: Multimodal Madness,September 18,5:00PM - 8:30PM,"San Francisco, CA",https://luma.com/skmqt8za
,"MITAI Conference 2025: Transforming Industries, Empowering Humanity",September 18,8:00AM - 5:00PM,"Mountain View, CA",https://www.mitaiconference.org/
,Camp AI,September 18,5:30PM - 8:30PM,"San Francisco, CA",https://campaisf.splashthat.com/
,Physical AI Summit '25,September 18,4:00PM - 8:00PM,"San Francisco, CA",https://lu.ma/cyyh3keu
,"NRF and Twill Present The Convergence Forum: A Global Dinner Forum on AI for Investors, Founders, and Execs",September 18,5:00PM - 8:00PM,"San Francisco, CA",https://lu.ma/9qbitcve
,The AI Conference 2025,September 17-18,7:30AM - 5:00PM,"San Francisco, CA",https://aiconference.com/
,Evaluating LLM Safety & Quality with Deepchecks & NVIDIA NeMo,September 17,8:00AM - 9:00AM,Remote,https://www.linkedin.com/events/evaluatingllmsafety-qualitywith7368982109979389952/
,"First Block Live - From Stealth to $1.5B Unicorn in a Year: Inside Decagon, hosted by Notion",September 17,5:30PM - 8:00PM,"San Francisco, CA",https://luma.com/2if2zr95
,AWS Community Day,September 17,9:30AM - 4:00PM,"San Francisco, CA",https://www.aws-aicd.com/
,Bi-Weekly meetings for AI startup founders or SWE working with AI,September 17,6:30PM - 8:00PM,"Stanford, CA",https://www.meetup.com/ai-wednesdays/events/310221719/
,AI Dinner 13.0 — SF Edition,September 17,6:30PM - 10:00PM,"San Francisco, CA",https://lu.ma/ai-dinner-13.0
,Reimagining IAM for an agentic world,September 16,4:00PM - 7:00PM,"San Francisco, CA",https://luma.com/AgenticAI_SF
,AI Agent Unconference: Lightning Talks & Discussions,September 16,5:30PM - 9:30PM,"San Francisco, CA",https://luma.com/haunadz3
,AI Agents As MCP Servers: Talks from LastMile & IBM,September 16,1:00PM - 2:00PM,Remote,https://cerebralvalley.ai/e/ai-agents-as-mcp-servers-talks-from-last-mile-and-ibm-32ef967b
,Voice & Video AI Agent Meetup,September 16,6:00PM - 8:00PM,"San Francisco, CA",https://luma.com/kagsp706
,AI Builders Meetup: Evaluating Sessions & Scaling with Multi-Agent Systems,September 16,5:30PM - 8:30PM,"San Francisco, CA",https://luma.com/bic4vkgl
,AI Pioneers Happy Hour at The AI Conference,September 16,6:30PM - 9:30PM,"San Francisco, CA",https://luma.com/togetherai-aiconf25
,Private Agentic Commerce Founders & Funders Dinner with Citi Ventures,September 16,6:00PM - 8:00PM,"San Francisco, CA",https://www.supermomos.com/events/private-agentic-commerce-founders?utm_source=cerebral-valley
,Taiwan for AI Teams: Your Asia Talent Hub,September 16,5:00PM - 8:00PM,"Palo Alto, CA",https://luma.com/o0yjuarp
,Gen AI Founders Meetup,September 16,4:00PM - 7:00PM,"Redwood City, CA",https://luma.com/wkh0fedg
,Built on Bedrock Demo Night,September 16,5:00PM - 7:30PM,"San Francisco, CA",https://luma.com/t3i6s6o5
,2025 AI Conference Hack Week: Online,September 16,10:00AM - 7:00PM,Remote,https://lu.ma/ai-conference-hack-week-2025
,Achieving Accuracy and Efficiency in AI Agents,September 15,6:00PM - 8:00PM,"San Francisco, CA",https://luma.com/c9f4kdnf
,MCP in production,September 15,5:30PM - 8:30PM,"San Francisco, CA",https://luma.com/0d41mcg0
,Earth Data & AI: Builder Happy Hour,September 15,4:00PM - 6:00PM,"San Francisco, CA",https://luma.com/cgk29a8q
,Cafe Cursor,September 15,10:00AM - 4:00PM,"San Francisco, CA",https://luma.com/e249qvif
,Silicon Valley AI Demo Day #1,September 15,5:00PM - 8:00PM,"Menlo Park, CA",https://luma.com/c3iykabp
,Accelerate Climate Innovation with Earth Data & AI,September 15,10:00AM - 4:00PM,"San Francisco, CA",https://luma.com/m5kpakd4
,Gathering with Global Leader In AGI,September 14,5:30PM - 7:30PM,"Los Altos, CA",https://luma.com/r9k6cwc1
,Enterprise MCP Hackathon,September 13-14,9:00AM - 10:00PM,"San Francisco, CA",https://luma.com/ixcnn85d
,Hackathon: Build Your AI Teammate,September 13-14,9:00AM - 5:00PM,"San Francisco, CA",https://luma.com/9t4bxc8x
,Agents × Infra: The Next AI Stack,September 13,1:00PM - 5:00PM,"Los Altos, CA",https://luma.com/AgentInfra
,Multi-Agent Hackathon,September 13,11:00AM - 10:00PM,"San Francisco, CA",https://luma.com/i7shx4y6
,"Think Swift, Build More: Empowering Agents with RL Toolkits and Infrastructure",September 13,2:00PM - 5:00PM,"San Francisco, CA",https://luma.com/bl21t8q4
,Agents × Infra: The Next AI Stack,September 13,1:00PM - 5:00PM,"Palo Alto, CA",https://lu.ma/u6kangmv
,AI Vibe Coding Hackathon,September 13,9:00AM - 6:30PM,"San Francisco, CA",https://lu.ma/f13dwefh
,Variance x Chalk: Risk Engineering Happy Hour,September 12,5:30PM - 7:30PM,"San Francisco, CA",https://luma.com/qzj0gthb
,Cutting-Edge Agents: Talks & Happy Hour (AG-UI),September 12,4:30PM - 7:30PM,"San Francisco, CA",https://luma.com/jdnr1wpt
,Build YC's Next Unicorn: Hack Day at AWS,September 12,10:00AM - 6:00PM,"San Francisco, CA",https://luma.com/yc-aws-hack-day-09-12-2025
,AI x Web3 x Security Builders Night,September 12,5:00PM - 8:00PM,"Palo Alto, CA",https://luma.com/bfmy9u5q
,Trends in AI by Zeta Alpha - Enterprise RAG,September 12,8:00AM - 9:00AM,Remote,https://luma.com/trends-in-ai-september-2025
,"AI Vibe Coding Summit: Engineers, PMs, Designers",September 12,12:00PM - 5:30PM,"Palo Alto, CA",https://lu.ma/handsondeck
,After Hours AI World Society Circle SFO Chapter,September 12,5:00PM - 8:30PM,"San Francisco, CA",https://www.eventbrite.com/e/after-hours-ai-world-society-circle-sfo-chapter-tickets-1320683522969
,GGW Sharks. AI Founders & Investors.,September 12,5:30PM - 8:30PM,"San Francisco, CA",https://lu.ma/yk8u1z2k
,AI x Longevity: Superpower.com Founder,September 11,5:30PM - 8:00PM,"San Francisco, CA",https://luma.com/p4xq59ny
,AI Ready Data Centers,September 11,4:00PM - 7:00PM,"Sunnyvale, CA",https://luma.com/jcl34t84
,xAI + Vercel Hackathon,September 11,5:00PM - 10:00PM,"San Francisco, CA",https://partiful.com/e/sa3etfyhGd50TSuWUktU
,Researchers Building Real-World AI Tooling,September 11,5:30PM - 8:30PM,"San Francisco, CA",https://luma.com/tyue3bfq
,"Scaling AI Agents: Mastering Costs, ROI & Pricing, hosted with Lightspeed Ventures",September 11,5:30PM - 9:00PM,"San Francisco, CA",https://luma.com/0ubzf5xm
,AI@Work,September 11,4:30PM - 7:00PM,"Pleasanton, CA",https://luma.com/0idpc9gb
,Building frontier AI products with Fin x Cognition x Harvey,September 11,5:30PM - 8:30PM,"San Francisco, CA",https://lu.ma/building-frontier-ai-products
,"AI Infra Night with AWS, Exostellar, Unsloth, and Baseten",September 11,5:00PM - 8:30PM,"San Francisco, CA",https://lu.ma/c97bivev
,Llama Lounge 19: The AI Startup Event Series,September 11,5:00PM - 9:00PM,"Palo Alto, CA",https://lu.ma/llamalounge19
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
August,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
July,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
June,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
